id,governorate,question_tag,question_tag_order,question_map,question_raw,question_en,question_ar,answer_raw,answer_en,answer_ar,answer_rank,answer_count,answer_pct
6,al-Jawf,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,3,10
7,Hajja,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,4,3.333333333
8,al-Hudaida,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,1,0.588235294
9,Hadhramawt,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,2,2.5
10,Dhamar,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,13,13
11,Shabwa,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,4,10
12,Sana'a,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,1,1.428571429
13,Aden,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,4,8
14,Lahj,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,5,8.333333333
15,Marib,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
16,al-Mahweet,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
17,al-Mahra,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
18,Amran,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,1,1.428571429
19,al-Dhali',international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,10,25
20,Rayma,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
1,Ibb,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,64,37.64705882
2,Abyan,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,3,10
3,Sana'a City,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,19,13.57142857
4,al-Baydha',international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,6,15
5,Taiz,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,17,8.947368421
6,al-Jawf,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,5,16.66666667
7,Hajja,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,25,20.83333333
8,al-Hudaida,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,20,11.76470588
9,Hadhramawt,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,7,8.75
10,Dhamar,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,17,17
11,Shabwa,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,11,27.5
12,Sana'a,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,13,18.57142857
13,Aden,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,12,24
14,Lahj,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,6,10
15,Marib,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
16,al-Mahweet,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,6,15
17,al-Mahra,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
18,Amran,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,14,20
19,al-Dhali',international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
20,Rayma,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,2,6.666666667
1,Ibb,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,33,19.41176471
2,Abyan,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,3,10
3,Sana'a City,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,8,5.714285714
4,al-Baydha',international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,5,12.5
5,Taiz,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,6,3.157894737
6,al-Jawf,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
7,Hajja,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,20,16.66666667
8,al-Hudaida,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,7,4.117647059
9,Hadhramawt,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,6,7.5
10,Dhamar,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,12,12
11,Shabwa,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,4,10
12,Sana'a,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,4,5.714285714
13,Aden,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,9,18
14,Lahj,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,1,1.666666667
15,Marib,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
16,al-Mahweet,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,9,22.5
17,al-Mahra,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
18,Amran,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,4,5.714285714
19,al-Dhali',international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
20,Rayma,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,4,Positive,,4,5,16.66666667
1,Ibb,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,12,7.058823529
2,Abyan,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,9,30
3,Sana'a City,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,10,7.142857143
4,al-Baydha',international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,14,35
5,Taiz,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,5,2.631578947
6,al-Jawf,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,1,3.333333333
7,Hajja,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,47,39.16666667
8,al-Hudaida,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,20,11.76470588
9,Hadhramawt,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,10,12.5
10,Dhamar,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,17,17
11,Shabwa,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,2,5
12,Sana'a,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,7,10
13,Aden,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,4,8
14,Lahj,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,17,28.33333333
15,Marib,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,2,10
16,al-Mahweet,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,4,10
17,al-Mahra,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,10,100
18,Amran,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,32,45.71428571
19,al-Dhali',international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
20,Rayma,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,7,23.33333333
1,Ibb,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,29,17.05882353
2,Abyan,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,10,33.33333333
3,Sana'a City,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,40,28.57142857
4,al-Baydha',international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,15,37.5
5,Taiz,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,99,52.10526316
6,al-Jawf,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,8,26.66666667
7,Hajja,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,5,4.166666667
8,al-Hudaida,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,118,69.41176471
9,Hadhramawt,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,49,61.25
10,Dhamar,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,11,11
11,Shabwa,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,11,27.5
12,Sana'a,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,20,28.57142857
13,Aden,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,18,36
14,Lahj,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,28,46.66666667
15,Marib,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,10,50
16,al-Mahweet,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,20,50
17,al-Mahra,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,0,0
18,Amran,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,9,12.85714286
19,al-Dhali',international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,12,30
20,Rayma,international relations,10,,How do you evaluate the role that Oman plays in Yemen?,"In your opinion, is Oman playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,15,50
1,Ibb,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,108,63.52941176
2,Abyan,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,4,13.33333333
3,Sana'a City,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,129,92.14285714
4,al-Baydha',international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,13,32.5
5,Taiz,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,78,41.05263158
6,al-Jawf,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,16,53.33333333
7,Hajja,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,113,94.16666667
8,al-Hudaida,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,82,48.23529412
9,Hadhramawt,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,24,30
10,Dhamar,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,87,87
11,Shabwa,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,20,50
12,Sana'a,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,65,92.85714286
13,Aden,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,7,14
14,Lahj,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,34,56.66666667
15,Marib,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,12,60
16,al-Mahweet,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,17,42.5
17,al-Mahra,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,3,30
18,Amran,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,55,78.57142857
19,al-Dhali',international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,38,95
20,Rayma,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,16,53.33333333
1,Ibb,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,19,11.17647059
2,Abyan,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,1,3.333333333
3,Sana'a City,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,1,0.714285714
4,al-Baydha',international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,1,2.5
5,Taiz,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,12,6.315789474
6,al-Jawf,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,2,6.666666667
7,Hajja,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,3,2.5
8,al-Hudaida,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,11,6.470588235
9,Hadhramawt,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,6,7.5
10,Dhamar,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,3,3
11,Shabwa,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,4,10
12,Sana'a,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
13,Aden,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,2,4
14,Lahj,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
15,Marib,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,2,10
16,al-Mahweet,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,3,7.5
17,al-Mahra,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
18,Amran,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
19,al-Dhali',international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
20,Rayma,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
1,Ibb,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,13,7.647058824
2,Abyan,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,4,13.33333333
3,Sana'a City,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
4,al-Baydha',international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,2,5
5,Taiz,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,7,3.684210526
6,al-Jawf,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,3,10
7,Hajja,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,2,1.666666667
8,al-Hudaida,international relations,2,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,5,2.941176471
